id,assert_type,subject,predicate,object
L200457,relationship,I20092,mentioned in,D200457
L200458,relationship,I20092,mentioned in,D200458
L200459,relationship,I20092,mentioned in,D200459
L200460,relationship,I20092,mentioned in,D200460
L200461,relationship,I20092,mentioned in,D200461
L200462,relationship,I20092,mentioned in,D200462
L200463,relationship,I20092,mentioned in,D200463
L200464,relationship,I20092,mentioned in,D200464
L200465,relationship,I20092,mentioned in,D200465
L200466,relationship,I20092,mentioned in,D200103
L200467,relationship,I20092,mentioned in,D200103
L200468,relationship,I20092,mentioned in,D200308
L200469,relationship,I20092,mentioned in,D200533
L200470,relationship,I20092,mentioned in,D230218
L200471,relationship,I20092,mentioned in,D230227
L200472,relationship,I20092,mentioned in,D200472
L200473,relationship,I20092,mentioned in,D230660
L200474,relationship,I20092,mentioned in,D230792
L200475,relationship,I20092,mentioned in,D230967
L200476,relationship,I20092,mentioned in,D200476
L200477,relationship,I20092,mentioned in,D200477
L200478,relationship,I20093,mentioned in,D170157
L200479,relationship,I20093,mentioned in,D200479
L200480,relationship,I20093,mentioned in,D200480
L200481,relationship,I20093,mentioned in,D200481
L200482,relationship,I20093,mentioned in,D30573
L200483,relationship,I20094,mentioned in,D200001
L200484,relationship,I20095,mentioned in,D200484
L200485,relationship,I20095,mentioned in,D30551
L200486,relationship,I20095,mentioned in,D20183
L200487,relationship,I20095,mentioned in,D200487
L200488,relationship,I20095,mentioned in,D60086
L200489,relationship,I20095,mentioned in,D200489
L200490,relationship,I20095,mentioned in,D200490
L200491,relationship,I20096,mentioned in,D170012
L200492,relationship,I20096,mentioned in,D20539
L200493,relationship,I20096,mentioned in,D170468
L200494,relationship,I20096,mentioned in,D191258
L200495,relationship,I20096,mentioned in,D10006
L200496,relationship,I20097,mentioned in,D10029
L200497,relationship,I20097,mentioned in,D10300
L200498,relationship,I20097,mentioned in,D200498
L200499,relationship,I20098,mentioned in,D200499
L200500,relationship,I20098,mentioned in,D230838
L200501,relationship,I20098,mentioned in,D10031
L200502,relationship,I20099,mentioned in,D200502
L200503,relationship,I20099,mentioned in,D30485
L200504,relationship,I20100,mentioned in,D70315
L200505,relationship,I20100,mentioned in,D200505
L200506,relationship,I20100,mentioned in,D191009
L200507,relationship,I20100,mentioned in,D200507
L200508,relationship,I20101,mentioned in,D200508
L200509,relationship,I20102,mentioned in,D60478
L200510,relationship,I20102,mentioned in,D200510
L200511,relationship,I20103,mentioned in,D80959
L200512,relationship,I20103,mentioned in,D170070
L200513,relationship,I20103,mentioned in,D230111
L200514,relationship,I20103,mentioned in,D160146
L200515,relationship,I20103,mentioned in,D230797
L200516,relationship,I20103,mentioned in,D200516
L200517,relationship,I20103,mentioned in,D50191
L200518,relationship,I20104,mentioned in,D50102
L200519,relationship,I20104,mentioned in,D200519
L200520,relationship,I20104,mentioned in,D160135
L200521,relationship,I20105,mentioned in,D230835
L200522,relationship,I20105,mentioned in,D20216
L200523,relationship,I20106,mentioned in,D200024
L200524,relationship,I20106,mentioned in,D200524
L200525,relationship,I20106,mentioned in,D120150
L200526,relationship,I20107,mentioned in,D191006
L200527,relationship,I20108,mentioned in,D10064
L200528,relationship,I20109,mentioned in,D20217
L200529,relationship,I20109,mentioned in,D50179
L200530,relationship,I20109,mentioned in,D200530
L200531,relationship,I20109,mentioned in,D190859
L200533,relationship,I20110,mentioned in,D200533
L200534,relationship,I20110,mentioned in,D10033
L200538,relationship,I20111,mentioned in,D60252
L200539,relationship,I20111,mentioned in,D200539
L200540,relationship,I20112,mentioned in,D200540
L200541,relationship,I20112,mentioned in,D21248
L200542,relationship,I20113,mentioned in,D160062
L200543,relationship,I20114,mentioned in,D200543
L200544,relationship,I20114,mentioned in,D80029
L200545,relationship,I20114,mentioned in,D160178
L200546,relationship,I20114,mentioned in,D160175
L200547,relationship,I20115,mentioned in,D200547
L200548,relationship,I20116,mentioned in,D130162
L210001,relationship,I21001,mentioned in,D30141
L210002,relationship,I21002,mentioned in,D20310
L210003,relationship,I21002,mentioned in,D210008
L210004,relationship,I21003,mentioned in,D170541
L210005,relationship,I21003,mentioned in,D90253
L210006,relationship,I21003,mentioned in,D20310
L210007,relationship,I21003,mentioned in,D21166
L210008,relationship,I21003,mentioned in,D210008
L210009,relationship,I21004,mentioned in,D210009
L210010,relationship,I21004,mentioned in,D170480
L210011,relationship,I21005,mentioned in,D80324
L210012,relationship,I21006,mentioned in,D80562
L210013,relationship,I21006,mentioned in,D140058
L210014,relationship,I21007,mentioned in,D70119
L210015,relationship,I21007,mentioned in,D20509
L210016,relationship,I21007,mentioned in,D210016
L210017,relationship,I21007,mentioned in,D30103
L210018,relationship,I21007,mentioned in,D20966
L210019,relationship,I21008,mentioned in,D210019
L210020,relationship,I21008,mentioned in,D210020
L210021,relationship,I21008,mentioned in,D210021
L210022,relationship,I21008,mentioned in,D190944
L210023,relationship,I21008,mentioned in,D210023
L210025,relationship,I21008,mentioned in,D210025
L210026,relationship,I21008,mentioned in,D120155
L210027,relationship,I21008,mentioned in,D21091
L210028,relationship,I21008,mentioned in,D30504
L210029,relationship,I21008,mentioned in,D210029
L210030,relationship,I21008,mentioned in,D120162
L210031,relationship,I21008,mentioned in,D210031
L210032,relationship,I21008,mentioned in,D170215
L210033,relationship,I21008,mentioned in,D210033
L210034,relationship,I21008,mentioned in,D210034
L210035,relationship,I21008,mentioned in,D210035
L210036,relationship,I21008,mentioned in,D210036
L210037,relationship,I21008,mentioned in,D210037
L210038,relationship,I21008,mentioned in,D210038
L210039,relationship,I21009,mentioned in,D210039
L210040,relationship,I21010,mentioned in,D191573
L210041,relationship,I21011,mentioned in,D210041
L210042,relationship,I21011,mentioned in,D210042
L210043,relationship,I21011,mentioned in,D110526
L210044,relationship,I21012,mentioned in,D170599
L210045,relationship,I21013,mentioned in,D210045
L210046,relationship,I21014,mentioned in,D210046
L210047,relationship,I21014,mentioned in,D190792
L210048,relationship,I21014,mentioned in,D210048
L210049,relationship,I21014,mentioned in,D70287
L210050,relationship,I21014,mentioned in,D210050
L210051,relationship,I21014,mentioned in,D120144
L210052,relationship,I21015,mentioned in,D130859
L210053,relationship,I21016,mentioned in,D210053
L210054,relationship,I21017,mentioned in,D130859
L210055,relationship,I21017,mentioned in,D210053
L210056,relationship,I21017,mentioned in,D210056
L210057,relationship,I21018,mentioned in,D210057
L210058,relationship,I21018,mentioned in,D130433
L210059,relationship,I21019,mentioned in,D230783
L210060,relationship,I21020,mentioned in,D160142
L210061,relationship,I21021,mentioned in,D210061
L210062,relationship,I21021,mentioned in,D130741
L210063,relationship,I21021,mentioned in,D210063
L210064,relationship,I21021,mentioned in,D210064
L210065,relationship,I21021,mentioned in,D210065
L210066,relationship,I21021,mentioned in,D110354
L210067,relationship,I21021,mentioned in,D170356
L210068,relationship,I21021,mentioned in,D210068
L210069,relationship,I21021,mentioned in,D120383
L210070,relationship,I21021,mentioned in,D210070
L210071,relationship,I21021,mentioned in,D40107
L210072,relationship,I21021,mentioned in,D210072
L210073,relationship,I21021,mentioned in,D191330
L210074,relationship,I21021,mentioned in,D210074
L210075,relationship,I21021,mentioned in,D20614
L210076,relationship,I21021,mentioned in,D210076
L210077,relationship,I21021,mentioned in,D210077
L210078,relationship,I21021,mentioned in,D210105
L210079,relationship,I21021,mentioned in,D110372
L210080,relationship,I21021,mentioned in,D140112
L210081,relationship,I21021,mentioned in,D160501
L210082,relationship,I21021,mentioned in,D210082
L210083,relationship,I21021,mentioned in,D210083
L210084,relationship,I21021,mentioned in,D210084
L210085,relationship,I21021,mentioned in,D210085
L210086,relationship,I21021,mentioned in,D190687
L210087,relationship,I21021,mentioned in,D20827
L210088,relationship,I21021,mentioned in,D210088
L210089,relationship,I21021,mentioned in,D21425
L210090,relationship,I21021,mentioned in,D20962
L210091,relationship,I21021,mentioned in,D80516
L210092,relationship,I21021,mentioned in,D210092
L210093,relationship,I21021,mentioned in,D230685
L210094,relationship,I21021,mentioned in,D230940
L210095,relationship,I21021,mentioned in,D210095
L210096,relationship,I21021,mentioned in,D130386
L210097,relationship,I21021,mentioned in,D110405
L210098,relationship,I21021,mentioned in,D170103
L210099,relationship,I21021,mentioned in,D210099
L210100,relationship,I21021,mentioned in,D210100
L210101,relationship,I21021,mentioned in,D230085
L210102,relationship,I21021,mentioned in,D210102
L210103,relationship,I21021,mentioned in,D21232
L210104,relationship,I21022,mentioned in,D210077
L210105,relationship,I21022,mentioned in,D210105
L210106,relationship,I21023,mentioned in,D110377
L210107,relationship,I21024,mentioned in,D210107
L210108,relationship,I21025,mentioned in,D210108
L210109,relationship,I21026,mentioned in,D80296
L210110,relationship,I21026,mentioned in,D210110
L210111,relationship,I21027,mentioned in,D210111
L210112,relationship,I21028,mentioned in,D210112
L210113,relationship,I21028,mentioned in,D210113
L210114,relationship,I21028,mentioned in,D10075
L210115,relationship,I21028,mentioned in,D210115
L210116,relationship,I21028,mentioned in,D210116
L210117,relationship,I21028,mentioned in,D130650
L210118,relationship,I21028,mentioned in,D190507
L210119,relationship,I21028,mentioned in,D210119
L210120,relationship,I21028,mentioned in,D20879
L210121,relationship,I21028,mentioned in,D110524
L210122,relationship,I21028,mentioned in,D80116
L230001,relationship,I23001,mentioned in,D230001
L230002,relationship,I23001,mentioned in,D230002
L230003,relationship,I23002,mentioned in,D230864
L230004,relationship,I23002,mentioned in,D230004
L230005,relationship,I23002,mentioned in,D230005
L230006,relationship,I23002,mentioned in,D230006
L230007,relationship,I23002,mentioned in,D230007
L230008,relationship,I23003,mentioned in,D230008
L230009,relationship,I23004,mentioned in,D110602
L230010,relationship,I23004,mentioned in,D20297
L230011,relationship,I23005,mentioned in,D10310
L230012,relationship,I23006,mentioned in,D230014
L230013,relationship,I23006,mentioned in,D230015
L230014,relationship,I23007,mentioned in,D230014
L230015,relationship,I23007,mentioned in,D230015
L230016,relationship,I23008,mentioned in,D230544
L230017,relationship,I23008,mentioned in,D230017
L230018,relationship,I23009,mentioned in,D230018
L230019,relationship,I23010,mentioned in,D230019
L230020,relationship,I23010,mentioned in,D230020
L230021,relationship,I23010,mentioned in,D230021
L230022,relationship,I23010,mentioned in,D230022
L230023,relationship,I23010,mentioned in,D230023
L230024,relationship,I23010,mentioned in,D230024
L230025,relationship,I23010,mentioned in,D80852
L230026,relationship,I23011,mentioned in,D230026
L230027,relationship,I23012,mentioned in,D130621
L230028,relationship,I23013,mentioned in,D230028
L230029,relationship,I23013,mentioned in,D230029
L230030,relationship,I23013,mentioned in,D160326
L230031,relationship,I23014,mentioned in,D230031
L230032,relationship,I23015,mentioned in,D60136
L230033,relationship,I23016,mentioned in,D30069
L230034,relationship,I23016,mentioned in,D230034
L230035,relationship,I23017,mentioned in,D170346
L230036,relationship,I23017,mentioned in,D230036
L230037,relationship,I23017,mentioned in,D160086
L230038,relationship,I23017,mentioned in,D230375
L230039,relationship,I23017,mentioned in,D21377
L230040,relationship,I23017,mentioned in,D230040
L230041,relationship,I23017,mentioned in,D230041
L230042,relationship,I23018,mentioned in,D230042
L230043,relationship,I23018,mentioned in,D230043
L230044,relationship,I23018,mentioned in,D230044
L230045,relationship,I23018,mentioned in,D230045
L230046,relationship,I23019,mentioned in,D230046
L230047,relationship,I23019,mentioned in,D230047
L230048,relationship,I23020,mentioned in,D80227
L230049,relationship,I23020,mentioned in,D230759
L230050,relationship,I23021,mentioned in,D160565
L230051,relationship,I23021,mentioned in,D160356
L230052,relationship,I23022,mentioned in,D80185
L230053,relationship,I23022,mentioned in,D230053
L230054,relationship,I23023,mentioned in,D230054
L230055,relationship,I23023,mentioned in,D230055
L230056,relationship,I23023,mentioned in,D230056
L230057,relationship,I23023,mentioned in,D170381
L230058,relationship,I23023,mentioned in,D20797
L230059,relationship,I23023,mentioned in,D230059
L230060,relationship,I23023,mentioned in,D50093
L230061,relationship,I23023,mentioned in,D20232
L230062,relationship,I23023,mentioned in,D191185
L230063,relationship,I23024,mentioned in,D60386
L230064,relationship,I23024,mentioned in,D140223
L230065,relationship,I23024,mentioned in,D10012
L230066,relationship,I23024,mentioned in,D200277
L230067,relationship,I23025,mentioned in,D230820
L230068,relationship,I23026,mentioned in,D230068
L230069,relationship,I23026,mentioned in,D230069
L230070,relationship,I23026,mentioned in,D230361
L230071,relationship,I23026,mentioned in,D230071
L230072,relationship,I23027,mentioned in,D230072
L230073,relationship,I23027,mentioned in,D230073
L230074,relationship,I23028,mentioned in,D230074
L230075,relationship,I23029,mentioned in,D230075
L230076,relationship,I23030,mentioned in,D20175
L230077,relationship,I23031,mentioned in,D230077
L230078,relationship,I23031,mentioned in,D160301
L230079,relationship,I23032,mentioned in,D230079
